RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,Date,RentIndex,Fecha_ES,Year,MedianIncome,RentIndexPct
17933,22,El Paso,city,TX,TX,"El Paso, TX",El Paso County,2015-02-28,933.3676598575528,Feb 2015,2015,3564.3333333333335,26.186317961027385
11093,23,Denver,city,CO,CO,"Denver-Aurora-Lakewood, CO",Denver County,2015-02-28,1283.8274426996115,Feb 2015,2015,4469.75,28.722578280655775
16037,24,Seattle,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,2015-02-28,1508.1331942058894,Feb 2015,2015,5882.833333333333,25.636170680894516
13373,25,Portland,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2015-02-28,1148.173343893246,Feb 2015,2015,4583.583333333333,25.04968842921105
41568,27,Washington,city,DC,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2015-02-28,1858.625873847976,Feb 2015,2015,5904.0,31.480790546205554
20288,28,Sacramento,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,2015-02-28,1050.338957627367,Feb 2015,2015,4228.25,24.84098522148329
44269,29,Boston,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2015-02-28,2443.7147195354714,Feb 2015,2015,4648.083333333333,52.574675286275095
17762,30,Detroit,city,MI,MI,"Detroit-Warren-Dearborn, MI",Wayne County,2015-02-28,680.3464097097229,Feb 2015,2015,2147.0,31.68823519840349
26529,31,Pittsburgh,city,PA,PA,"Pittsburgh, PA",Allegheny County,2015-02-28,1030.433318293928,Feb 2015,2015,3392.9166666666665,30.370133414041845
23429,32,Albuquerque,city,NM,NM,"Albuquerque, NM",Bernalillo County,2015-02-28,832.990531951489,Feb 2015,2015,3919.1666666666665,21.25427680930867
32811,33,Memphis,city,TN,TN,"Memphis, TN-MS-AR",Shelby County,2015-02-28,750.643423344788,Feb 2015,2015,3037.0833333333335,24.715931074598586
18203,34,Fresno,city,CA,CA,"Fresno, CA",Fresno County,2015-02-28,858.8880883178447,Feb 2015,2015,3460.9166666666665,24.816780380472746
3523,35,Baltimore,city,MD,MD,"Baltimore-Columbia-Towson, MD",Baltimore City,2015-02-28,1190.3001159588346,Feb 2015,2015,3520.0833333333335,33.81454366967168
40152,36,Omaha,city,NE,NE,"Omaha-Council Bluffs, NE-IA",Douglas County,2015-02-28,838.5469518951621,Feb 2015,2015,4158.0,20.16707436015301
37211,37,Atlanta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2015-02-28,1085.6906186800288,Feb 2015,2015,3960.5833333333335,27.41239174397783
5976,38,Milwaukee,city,WI,WI,"Milwaukee-Waukesha, WI",Milwaukee County,2015-02-28,875.3023327002697,Feb 2015,2015,2996.5,29.210823717679617
54047,40,Raleigh,city,NC,NC,"Raleigh-Cary, NC",Wake County,2015-02-28,991.298492321474,Feb 2015,2015,4616.5,21.47294470532815
19331,41,Mesa,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2015-02-28,835.3135141277347,Feb 2015,2015,4067.4166666666665,20.536708741282993
4172,42,Colorado Springs,city,CO,CO,"Colorado Springs, CO",El Paso County,2015-02-28,961.8136712242376,Feb 2015,2015,4543.916666666667,21.167062289674565
17222,43,Buffalo,city,NY,NY,"Buffalo-Cheektowaga, NY",Erie County,2015-02-28,789.4105234884762,Feb 2015,2015,2659.8333333333335,29.678946932331957
832063,45,Rochester,city,NY,NY,"Rochester, NY",Monroe County,2015-02-28,806.3964283665069,Feb 2015,2015,2580.0,31.255675518081667
4099,46,Cincinnati,city,OH,OH,"Cincinnati, OH-KY-IN",Hamilton County,2015-02-28,781.5615381490027,Feb 2015,2015,2800.3333333333335,27.909589506570743
