NAME,B19013_001E,state,place
"Malakoff city, Texas",29350.0,48,46224
"Granjeno city, Texas",56250.0,48,30608
"Star Harbor city, Texas",69375.0,48,70076
"New Cumberland city, West Virginia",31979.0,54,58372
"Parsons city, West Virginia",39191.0,54,62284
"Galena Park city, Texas",45020.0,48,27996
"Hallettsville city, Texas",39919.0,48,31868
"Hilshire Village city, Texas",166528.0,48,34148
"Bunker Hill Village city, Texas",250001.0,48,11300
"Katy city, Texas",77731.0,48,38476
"Sansom Park city, Texas",53670.0,48,65660
"Wallis city, Texas",43875.0,48,76240
"Alvin city, Texas",53714.0,48,02272
"Brownfield city, Texas",41197.0,48,10720
"Beasley city, Texas",52500.0,48,06272
"Weston Lakes city, Texas",162038.0,48,77746
"Weir city, Texas",42188.0,48,77056
"Kountze city, Texas",51250.0,48,39868
"Eustace city, Texas",36563.0,48,24828
"Murchison city, Texas",37228.0,48,50076
"Yoakum city, Texas",40804.0,48,80560
"Texas City city, Texas",46008.0,48,72392
"Decatur city, Texas",55849.0,48,19528
"Von Ormy city, Texas",41641.0,48,75764
"Spring Valley Village city, Texas",205100.0,48,69830
"Iola city, Texas",58625.0,48,36068
"Mayville city, Wisconsin",46550.0,55,50200
"Antigo city, Wisconsin",37075.0,55,02250
"Columbus city, Wisconsin",57976.0,55,16450
"Kaukauna city, Wisconsin",59569.0,55,38800
"South Milwaukee city, Wisconsin",52048.0,55,75125
"Ripon city, Wisconsin",47525.0,55,68175
"Converse city, Texas",70726.0,48,16468
"Wauwatosa city, Wisconsin",79757.0,55,84675
"Crandon city, Wisconsin",38636.0,55,17425
"Tomahawk city, Wisconsin",43478.0,55,80125
"Vienna city, West Virginia",53776.0,54,83500
"Chester city, West Virginia",37210.0,54,15076
"Benwood city, West Virginia",31429.0,54,06340
"Bluefield city, West Virginia",34283.0,54,08524
"Bridgeport city, West Virginia",80666.0,54,10180
"Rio Bravo city, Texas",23929.0,48,62138
"Hudson city, Texas",43067.0,48,35228
"Riverside city, Texas",50781.0,48,62408
"Clyde city, Texas",50250.0,48,15676
"La Joya city, Texas",28414.0,48,40384
"La Villa city, Texas",31123.0,48,41788
"Lavon city, Texas",86583.0,48,41800
"Little Elm city, Texas",95377.0,48,43012
"Kennedale city, Texas",75000.0,48,38896
"Lakewood Village city, Texas",107250.0,48,41050
"El Cenizo city, Texas",20417.0,48,22905
"Sonora city, Texas",62255.0,48,68756
"Mount Hope city, West Virginia",27031.0,54,56404
"Beckley city, West Virginia",40505.0,54,05332
"Hinton city, West Virginia",32063.0,54,37636
"Petersburg city, West Virginia",30350.0,54,62956
"Huntington city, West Virginia",30362.0,54,39460
"Oak Hill city, West Virginia",37567.0,54,60028
"Weston city, West Virginia",34008.0,54,85972
"McMechen city, West Virginia",38947.0,54,50260
"San Saba city, Texas",34583.0,48,65648
"Belmont city, West Virginia",36250.0,54,06004
"Knollwood city, Texas",51563.0,48,39680
"Morgantown city, West Virginia",41071.0,54,55756
"McLendon-Chisholm city, Texas",131964.0,48,45804
"Industry city, Texas",54500.0,48,35984
"Bellville city, Texas",52632.0,48,07432
"Hearne city, Texas",56616.0,48,32972
"Rice city, Texas",63625.0,48,61736
"League City city, Texas",104831.0,48,41980
"Royse City city, Texas",78200.0,48,63668
"Clute city, Texas",50955.0,48,15652
"Huxley city, Texas",49625.0,48,35636
"Nash city, Texas",40046.0,48,50352
"Oyster Creek city, Texas",42130.0,48,54528
"Surfside Beach city, Texas",55625.0,48,71384
"Brookside Village city, Texas",75234.0,48,10648
"Cameron city, Texas",39518.0,48,12040
"Terrell city, Texas",44563.0,48,72284
"Oak Leaf city, Texas",112333.0,48,53115
"Huntington city, Texas",32688.0,48,35492
"West Tawakoni city, Texas",36250.0,48,77896
"Celina city, Texas",112176.0,48,13684
"Callisburg city, Texas",69500.0,48,11968
"Early city, Texas",51406.0,48,21904
"Scottsville city, Texas",48750.0,48,66332
"Waskom city, Texas",29844.0,48,76636
"Gainesville city, Texas",43340.0,48,27984
"Cameron city, West Virginia",30481.0,54,12484
"White Sulphur Springs city, West Virginia",30441.0,54,86812
"Salem city, West Virginia",37955.0,54,71380
"Ripley city, West Virginia",33054.0,54,68596
"Weirton city, West Virginia",48775.0,54,85156
"Marmet city, West Virginia",39036.0,54,51724
"Romney city, West Virginia",30521.0,54,70084
"Charles Town city, West Virginia",72329.0,54,14610
"South Charleston city, West Virginia",52038.0,54,75292
"Wheeling city, West Virginia",42489.0,54,86452
"Princeton city, West Virginia",39826.0,54,65692
"Nelson city, Missouri",50156.0,29,51500
"Smithville city, Missouri",79038.0,29,68420
"Meadville city, Missouri",48750.0,29,47036
"Walnut Grove city, Missouri",33229.0,29,76840
"Neosho city, Missouri",39183.0,29,51572
"Palmyra city, Missouri",42962.0,29,56036
"Otterville city, Missouri",36875.0,29,55478
"Bowling Green city, Missouri",39469.0,29,07660
"Bucklin city, Missouri",36875.0,29,09388
"New Cambria city, Missouri",34375.0,29,51734
"Salisbury city, Missouri",41719.0,29,65450
"Fulton city, Missouri",43623.0,29,26182
"Gerald city, Missouri",49643.0,29,26866
"Mendon city, Missouri",46875.0,29,47288
"Cuba city, Missouri",19955.0,29,17668
"Union city, Missouri",50799.0,29,74626
"Springfield city, Missouri",35674.0,29,70000
"Rockaway Beach city, Missouri",37000.0,29,62570
"Leeton city, Missouri",51250.0,29,41402
"Clarksville city, Missouri",48036.0,29,14194
"Lexington city, Virginia",36466.0,51,45512
"Fairfax city, Virginia",111574.0,51,26496
"Sullivan City city, Texas",27917.0,48,70868
"Staunton city, Virginia",48049.0,51,75216
"Bertram city, Texas",57418.0,48,07864
"Virginia Beach city, Virginia",74186.0,51,82000
"Escobares city, Texas",21199.0,48,24552
"Union Valley city, Texas",96563.0,48,74372
"Horseshoe Bay city, Texas",79391.0,48,34862
"Lindsay city, Texas",82778.0,48,42868
"Cut and Shoot city, Texas",61250.0,48,18260
"Bedias city, Texas",51875.0,48,07144
"Lone Oak city, Texas",57625.0,48,43636
"Newport city, Vermont",39112.0,50,48850
"Montpelier city, Vermont",64405.0,50,46000
"Rutland city, Vermont",45229.0,50,61225
"Rolla city, Missouri",34934.0,29,62912
"Webb City city, Missouri",48480.0,29,78118
"Smithton city, Missouri",49375.0,29,68384
"Asbury city, Missouri",43125.0,29,02098
"Homestown city, Missouri",20250.0,29,32824
"Wolf Point city, Montana",44276.0,30,81475
"Roundup city, Montana",31071.0,30,64525
"Harlem city, Montana",38942.0,30,34375
"Harlowton city, Montana",41750.0,30,34450
"Hobson city, Montana",45139.0,30,36700
"Big Timber city, Montana",48320.0,30,06475
"Fort Benton city, Montana",39514.0,30,28000
"Conrad city, Montana",43810.0,30,17275
"Glasgow city, Montana",62300.0,30,31075
"New Martinsville city, West Virginia",43209.0,54,58684
"Moundsville city, West Virginia",31803.0,54,56020
"Seguin city, Texas",48782.0,48,66644
"Rosenberg city, Texas",50867.0,48,63284
"Old River-Winfree city, Texas",45114.0,48,53824
"Lumberton city, Texas",71754.0,48,45120
"Sundown city, Texas",51813.0,48,71060
"Centerville city, Texas",34167.0,48,13900
"Leona city, Texas",66500.0,48,42340
"Hawkins city, Texas",41375.0,48,32816
"Lufkin city, Texas",43803.0,48,45072
"El Campo city, Texas",50526.0,48,22864
"Brownwood city, Texas",39139.0,48,10780
"Bee Cave city, Texas",97333.0,48,07156
"Tahoka city, Texas",32727.0,48,71708
"Wilson city, Texas",44318.0,48,79612
"Orange city, Texas",44324.0,48,54132
"Pinehurst city, Texas",49129.0,48,57608
"Mingus city, Texas",-666666666.0,48,48720
"Stratford city, Texas",54595.0,48,70544
"Groveton city, Texas",32656.0,48,31340
"Liberty Hill city, Texas",70250.0,48,42664
"Florence city, Texas",40859.0,48,26136
"Elmendorf city, Texas",47188.0,48,23272
"Helotes city, Texas",131379.0,48,33146
"Leon Valley city, Texas",59029.0,48,42388
"Olmos Park city, Texas",167667.0,48,53988
"Somerset city, Texas",47604.0,48,68708
"Henderson city, Texas",43438.0,48,33212
"New London city, Texas",49844.0,48,51168
"Murphy city, Texas",132589.0,48,50100
"East Mountain city, Texas",69375.0,48,22168
"Weston city, Texas",85000.0,48,77740
"Gilmer city, Texas",35560.0,48,29564
"Shamrock city, Texas",37685.0,48,67160
"Bowie city, Texas",46182.0,48,09640
"St. Jo city, Texas",58542.0,48,64184
"Appleby city, Texas",57500.0,48,03564
"Ovilla city, Texas",99103.0,48,54444
"Bovina city, Texas",38333.0,48,09628
"Seadrift city, Texas",32083.0,48,66416
"South Burlington city, Vermont",71017.0,50,66175
"St. Albans city, Vermont",53113.0,50,61675
"Ilwaco city, Washington",34625.0,53,33000
"Mannington city, West Virginia",48125.0,54,51100
"Pennsboro city, West Virginia",34598.0,54,62764
"Luling city, Texas",46019.0,48,45096
"Belton city, Texas",53623.0,48,07492
"Temple city, Texas",52226.0,48,72176
"Wellington city, Texas",37250.0,48,77152
"Blackwell city, Texas",52361.0,48,08488
"Pattison city, Texas",61250.0,48,56108
"Golinda city, Texas",57500.0,48,30092
"Lott city, Texas",37344.0,48,44176
"New Chapel Hill city, Texas",61167.0,48,50876
"Whitehouse city, Texas",68417.0,48,78388
"East Bernard city, Texas",62500.0,48,21988
"Pullman city, Washington",30205.0,53,56625
"Burlington city, Washington",51887.0,53,08920
"Scribner city, Nebraska",46250.0,31,44280
"Creighton city, Nebraska",48182.0,31,11230
"Ashland city, Nebraska",59038.0,31,02305
"Osmond city, Nebraska",42500.0,31,37595
"Pierce city, Nebraska",59138.0,31,39100
"Plainview city, Nebraska",42202.0,31,39170
"Hebron city, Nebraska",50990.0,31,21905
"Minden city, Nebraska",49643.0,31,32340
"Lexington city, Nebraska",53701.0,31,26910
"Bennington city, Nebraska",85156.0,31,04405
"Ralston city, Nebraska",60469.0,31,40605
"Wood River city, Nebraska",53083.0,31,53660
"Hickman city, Nebraska",96719.0,31,22325
"Clarkson city, Nebraska",45357.0,31,09200
"North Bend city, Nebraska",69250.0,31,34720
"Omaha city, Nebraska",56780.0,31,37000
"Ravenna city, Nebraska",46875.0,31,40710
"Madison city, Nebraska",53036.0,31,30240
"Tilden city, Nebraska",51000.0,31,48935
"Blair city, Nebraska",48511.0,31,05350
"Fort Calhoun city, Nebraska",66343.0,31,17145
"Burton city, Texas",48958.0,48,11536
"Dorchester city, Texas",-666666666.0,48,20932
"Salem city, Virginia",57185.0,51,70000
"Nitro city, West Virginia",43539.0,54,59068
"Kingwood city, West Virginia",49500.0,54,44044
"Raymond city, Washington",46168.0,53,57430
"Monroe city, Washington",79661.0,53,46685
"Mountlake Terrace city, Washington",72765.0,53,47490
"Bellingham city, Washington",50844.0,53,05280
"Gig Harbor city, Washington",80469.0,53,26735
"Selah city, Washington",53383.0,53,63280
"Sunnyside city, Washington",39903.0,53,68750
"Carnation city, Washington",79688.0,53,10215
"Issaquah city, Washington",101508.0,53,33805
"Port Townsend city, Washington",52000.0,53,55855
"Sammamish city, Washington",165318.0,53,61115
"Medical Lake city, Washington",59596.0,53,44690
"Asotin city, Washington",56004.0,53,03075
"Entiat city, Washington",56528.0,53,22010
"Wenatchee city, Washington",51561.0,53,77105
"Omak city, Washington",44943.0,53,51340
"Tonasket city, Washington",27375.0,53,71890
"Appleton city, Wisconsin",56459.0,55,02375
"Lone Star city, Texas",37917.0,48,43684
"Omaha city, Texas",35625.0,48,54024
"Tulia city, Texas",31853.0,48,73868
"Dilley city, Texas",39681.0,48,20428
"Gallatin city, Texas",70625.0,48,28008
"Comanche city, Texas",40684.0,48,16192
"Highland Haven city, Texas",63060.0,48,33794
"Bailey city, Texas",32500.0,48,05264
"Bonney Lake city, Washington",91368.0,53,07170
"Lakewood city, Washington",50175.0,53,38038
"Sumner city, Washington",59846.0,53,68435
"Morton city, Washington",40217.0,53,47175
"Vader city, Washington",44545.0,53,73780
"Brier city, Washington",122623.0,53,07940
"Richland city, Washington",74405.0,53,58235
"Davenport city, Washington",54663.0,53,16795
"Kahlotus city, Washington",51964.0,53,34575
"Edmonds city, Washington",87693.0,53,20750
"Forks city, Washington",36231.0,53,24810
"La Center city, Washington",90278.0,53,36710
"Ore City city, Texas",31250.0,48,54216
"Ingleside on the Bay city, Texas",84167.0,48,36020
"Noonday city, Texas",57946.0,48,51756
"Del Rio city, Texas",44486.0,48,19792
"La Feria city, Texas",34875.0,48,40204
"San Benito city, Texas",28174.0,48,65036
"Nome city, Texas",67656.0,48,51720
"Spearman city, Texas",31118.0,48,69476
"Crandall city, Texas",81000.0,48,17504
"Bevil Oaks city, Texas",76000.0,48,08128
"Aledo city, Texas",106503.0,48,01744
"Cool city, Texas",46563.0,48,16540
"Weatherford city, Texas",62594.0,48,76864
"La Grange city, Texas",41768.0,48,40276
"West city, Texas",50539.0,48,77332
"Todd Mission city, Texas",43125.0,48,73224
"Boerne city, Texas",63420.0,48,09160
"Franklin city, Texas",39714.0,48,27288
"Franklin city, Nebraska",47150.0,31,17530
"Brigham City city, Utah",52278.0,49,08460
"Farmington city, Utah",102552.0,49,24740
"West Point city, Utah",91330.0,49,83390
"Enoch city, Utah",56546.0,49,23200
"Beaver city, Utah",54028.0,49,04060
"Ephraim city, Utah",39915.0,49,23530
"Kanab city, Utah",49241.0,49,39920
"SeaTac city, Washington",58995.0,53,62288
"Brewster city, Washington",46442.0,53,07835
"Grandview city, Washington",46920.0,53,27925
"Palouse city, Washington",62083.0,53,52950
"Warden city, Washington",39394.0,53,76160
"Battle Ground city, Washington",70774.0,53,04475
"Everson city, Washington",54564.0,53,22745
"White Salmon city, Washington",55677.0,53,78330
"George city, Washington",38333.0,53,26455
"Newport city, Washington",33707.0,53,48820
"Fircrest city, Washington",77292.0,53,23970
"Royal City city, Washington",33854.0,53,60230
"Soap Lake city, Washington",33542.0,53,65345
"Kittitas city, Washington",45550.0,53,36045
"Buckley city, Washington",64201.0,53,08570
"Barre city, Vermont",39187.0,50,03175
"Burlington city, Vermont",50324.0,50,10675
"Rockwall city, Texas",92269.0,48,62828
"Bruceville-Eddy city, Texas",57614.0,48,10828
"San Antonio city, Texas",50980.0,48,65000
"Sweeny city, Texas",59767.0,48,71492
"Covington city, Texas",36750.0,48,17372
"Bonham city, Texas",39690.0,48,09328
"Honey Grove city, Texas",37679.0,48,34700
"Sachse city, Texas",101253.0,48,64064
"DeSoto city, Texas",68954.0,48,20092
"Farmers Branch city, Texas",71032.0,48,25452
"Ferris city, Texas",58477.0,48,25752
"Castroville city, Texas",55326.0,48,13312
"Port Lavaca city, Texas",53867.0,48,58916
"San Perlita city, Texas",35357.0,48,65636
"Bryson city, Texas",36667.0,48,10960
"Jacksboro city, Texas",35107.0,48,37168
"Ralls city, Texas",34688.0,48,60356
"Rhome city, Texas",68571.0,48,61700
"Cedar Hill city, Texas",70327.0,48,13492
"Garland city, Texas",58999.0,48,29000
"Grapevine city, Texas",85722.0,48,30644
"Richardson city, Texas",80953.0,48,61796
"Raymondville city, Texas",24094.0,48,60836
"Colmesneil city, Texas",42833.0,48,16048
"Floresville city, Texas",55730.0,48,26160
"Wixon Valley city, Texas",85536.0,48,79919
"Walnut Springs city, Texas",29545.0,48,76348
"Newcastle city, Texas",30268.0,48,50868
"Harlingen city, Texas",38800.0,48,32372
"Los Fresnos city, Texas",44597.0,48,44116
"Lockhart city, Texas",56214.0,48,43240
"Liberty Lake city, Washington",70658.0,53,39335
"Auburn city, Washington",68947.0,53,03180
"Des Moines city, Washington",63875.0,53,17635
"Marysville city, Washington",76372.0,53,43955
"Sequim city, Washington",37901.0,53,63385
"Herriman city, Utah",98945.0,49,34970
"Ivins city, Utah",57282.0,49,38710
"Plain City city, Utah",81094.0,49,60710
"Highland city, Utah",133768.0,49,35190
"Cottonwood Heights city, Utah",87256.0,49,16270
"Eagle Mountain city, Utah",77935.0,49,20810
"Cedar Hills city, Utah",96331.0,49,11440
"Saratoga Springs city, Utah",96840.0,49,67825
"Elk Ridge city, Utah",90242.0,49,22370
"Mona city, Utah",81458.0,49,51140
"Morgan city, Utah",78690.0,49,51910
"Ferron city, Utah",52333.0,49,25180
"Huntington city, Utah",51959.0,49,36950
"Orangeville city, Utah",58125.0,49,56860
"Aurora city, Utah",61500.0,49,02740
"Richfield city, Utah",43566.0,49,63570
"Hyrum city, Utah",61802.0,49,37500
"Mendon city, Utah",80089.0,49,49160
"Providence city, Utah",78382.0,49,62360
"Wellsville city, Utah",79412.0,49,82620
"Ridgefield city, Washington",95859.0,53,58410
"Benavides city, Texas",30964.0,48,07528
"Bastrop city, Texas",61538.0,48,05864
"Victoria city, Texas",52350.0,48,75428
"Browndell city, Texas",26731.0,48,10708
"Jamaica Beach city, Texas",68750.0,48,37252
"Othello city, Washington",51071.0,53,52215
"Leavenworth city, Washington",51875.0,53,38845
"Ritzville city, Washington",39868.0,53,58725
"Stevenson city, Washington",40833.0,53,67875
"Chewelah city, Washington",34280.0,53,12140
"Beggs city, Oklahoma",39338.0,40,05000
"Okmulgee city, Oklahoma",31607.0,40,55150
"Hooker city, Oklahoma",48790.0,40,36000
"Prague city, Oklahoma",40435.0,40,60500
"Spencer city, Oklahoma",35074.0,40,69200
"Marlow city, Oklahoma",41170.0,40,46600
"Lakeside city, Oregon",50354.0,41,40650
"Myrtle Point city, Oregon",36667.0,41,51050
"North Bend city, Oregon",49935.0,41,53000
"Eugene city, Oregon",49029.0,41,23850
"Albany city, Oregon",55263.0,41,01000
"Rainier city, Oregon",52256.0,41,60850
"Powers city, Oregon",30625.0,41,59600
"Lowell city, Oregon",57083.0,41,44050
"Springfield city, Oregon",43157.0,41,69600
"Sodaville city, Oregon",64000.0,41,68550
"Wallowa city, Oregon",36125.0,41,78150
"Beaver Falls city, Pennsylvania",33288.0,42,04792
"Connellsville city, Pennsylvania",33884.0,42,15776
"Vergennes city, Vermont",59464.0,50,74650
"Winooski city, Vermont",49663.0,50,85150
"Danville city, Virginia",36301.0,51,21344
"Winchester city, Virginia",53797.0,51,86720
"Waynesboro city, Virginia",45738.0,51,83680
"Summersville city, West Virginia",35308.0,54,77980
"Shinnston city, West Virginia",55985.0,54,73636
"Keystone city, West Virginia",24375.0,54,43516
"Point Pleasant city, West Virginia",33586.0,54,64708
"Montgomery city, West Virginia",22679.0,54,55468
"Roslyn city, Washington",53333.0,53,60055
"Walla Walla city, Washington",48678.0,53,75775
"Wellsburg city, West Virginia",33711.0,54,85324
"Martinsburg city, West Virginia",41649.0,54,52060
"Midway city, Utah",77459.0,49,49820
"Salem city, Utah",92618.0,49,65770
"Fountain Green city, Utah",55000.0,49,26720
"Spanish Fork city, Utah",74554.0,49,71290
"Logan city, Utah",39719.0,49,45860
"Nephi city, Utah",61543.0,49,54220
"Howardwick city, Texas",46875.0,48,35072
"Vega city, Texas",62679.0,48,75188
"Spring Branch city, Texas",-666666666.0,48,69608
"Kingsbury city, Texas",76250.0,48,39292
"Roman Forest city, Texas",97750.0,48,63044
"Kerrville city, Texas",46581.0,48,39040
"Corinth city, Texas",96670.0,48,16696
"Denton city, Texas",56489.0,48,19972
"Krugerville city, Texas",100469.0,48,39916
"Roanoke city, Texas",88958.0,48,62504
"The Colony city, Texas",83094.0,48,72530
"Gorman city, Texas",30221.0,48,30308
"Hallsville city, Texas",86875.0,48,31904
"Jewett city, Texas",39261.0,48,37648
"Commerce city, Texas",24640.0,48,16240
"Muleshoe city, Texas",47703.0,48,49968
"Lamesa city, Texas",40913.0,48,41164
"Haskell city, Texas",47352.0,48,32696
"Midland city, Texas",79744.0,48,48072
"Iraan city, Texas",63125.0,48,36128
"Emory city, Texas",41111.0,48,24216
"Rotan city, Texas",32813.0,48,63464
"Hale Center city, Texas",40640.0,48,31820
"Floydada city, Texas",41250.0,48,26268
"Gordon city, Texas",42875.0,48,30272
"Midlothian city, Texas",83378.0,48,48096
"West Orange city, Texas",48594.0,48,77752
"Strawn city, Texas",31420.0,48,70580
"Hempstead city, Texas",34036.0,48,33200
"Monahans city, Texas",68125.0,48,48936
"Briaroaks city, Texas",68438.0,48,10216
"Lytle city, Texas",62670.0,48,45288
"San Juan city, Texas",36506.0,48,65516
"Weslaco city, Texas",43841.0,48,77272
"Burnet city, Texas",59130.0,48,11464
"Oglesby city, Texas",51591.0,48,53520
"Blanding city, Utah",62938.0,49,06370
"Monroe city, Oregon",43125.0,41,49600
"Culver city, Oregon",48158.0,41,17300
"Greenhorn city, Oregon",-666666666.0,41,31050
"John Day city, Oregon",40192.0,41,37550
"Long Creek city, Oregon",36667.0,41,43550
"Cottage Grove city, Oregon",47316.0,41,15950
"Creswell city, Oregon",58279.0,41,16950
"Junction City city, Oregon",50528.0,41,38000
"Westfir city, Oregon",39583.0,41,79950
"Halsey city, Oregon",47083.0,41,31750
"Aumsville city, Oregon",49661.0,41,03250
"Detroit city, Oregon",53125.0,41,19100
"Richland city, Oregon",43333.0,41,61700
"Unity city, Oregon",36000.0,41,76250
"Gold Hill city, Oregon",50625.0,41,29950
"Silverton city, Oregon",63810.0,41,67650
"Tigard city, Oregon",75795.0,41,73650
"La Pine city, Oregon",37760.0,41,41050
"The Dalles city, Oregon",48711.0,41,72950
"Tualatin city, Oregon",81118.0,41,74950
"Phoenix city, Oregon",34318.0,41,57500
"Rogue River city, Oregon",37614.0,41,63450
"Seaside city, Oregon",42169.0,41,65950
"Lyons city, Oregon",66429.0,41,44300
"Columbia City city, Oregon",67587.0,41,14750
"Antelope city, Oregon",21250.0,41,02250
"Shaniko city, Oregon",22750.0,41,66700
"Metolius city, Oregon",52941.0,41,47750
"Yoncalla city, Oregon",38800.0,41,84600
"Ione city, Oregon",59167.0,41,36400
"Scappoose city, Oregon",79401.0,41,65500
"Easton city, Pennsylvania",50143.0,42,21648
"Buckhannon city, West Virginia",38824.0,54,11188
"Ceredo city, West Virginia",40000.0,54,14308
"Philippi city, West Virginia",25230.0,54,63292
"Elkins city, West Virginia",35313.0,54,24580
"Riverdale city, Utah",57578.0,49,64010
"Cedar City city, Utah",44102.0,49,11320
"Woodland Hills city, Utah",90250.0,49,85050
"Hooper city, Utah",100500.0,49,36400
"Bear River City city, Utah",60500.0,49,03950
"Union Gap city, Washington",38957.0,53,73290
"Wapato city, Washington",38208.0,53,76125
"Yakima city, Washington",44266.0,53,80010
"Connell city, Washington",51618.0,53,14485
"Olympia city, Washington",58606.0,53,51300
"Tekoa city, Washington",55000.0,53,70560
"Mount Vernon city, Washington",55368.0,53,47560
"Bremerton city, Washington",50311.0,53,07695
"Ellensburg city, Washington",40126.0,53,21240
"Puyallup city, Washington",70711.0,53,56695
"University Place city, Washington",70796.0,53,73465
"Tumwater city, Washington",65167.0,53,72905
"Goree city, Texas",72500.0,48,30296
"Cresson city, Texas",68472.0,48,17648
"deCordova city, Texas",85800.0,48,19570
"Gun Barrel City city, Texas",41911.0,48,31592
"West Lake Hills city, Texas",165375.0,48,77632
"Earth city, Texas",49167.0,48,21928
"Monticello city, Utah",64010.0,49,51580
"Lehi city, Utah",89428.0,49,44320
"Orem city, Utah",61373.0,49,57300
"Provo city, Utah",46532.0,49,62470
"Enterprise city, Utah",60694.0,49,23420
"Alpine city, Utah",121667.0,49,00540
"Mapleton city, Utah",109356.0,49,47950
"Springville city, Utah",66560.0,49,72280
"Farr West city, Utah",95077.0,49,24850
"Harrisville city, Utah",78618.0,49,33540
"Marriott-Slaterville city, Utah",74438.0,49,48300
"Wendover city, Utah",26941.0,49,82730
"Hildale city, Utah",57941.0,49,35300
"St. George city, Utah",55061.0,49,65330
"Clearfield city, Utah",56213.0,49,13850
"Delta city, Utah",63309.0,49,18910
"Price city, Utah",47896.0,49,62030
"Salina city, Utah",49722.0,49,65880
"Hyde Park city, Utah",76542.0,49,37390
"Richmond city, Utah",53750.0,49,63680
"Parowan city, Utah",42303.0,49,58510
"Weinert city, Texas",48472.0,48,77044
"Laredo city, Texas",43351.0,48,41464
"Kress city, Texas",43438.0,48,39904
"Mobridge city, South Dakota",46466.0,46,43180
"De Smet city, South Dakota",60288.0,46,16260
"Mellette city, South Dakota",57000.0,46,41860
"Redfield city, South Dakota",43194.0,46,53460
"Hecla city, South Dakota",51094.0,46,27980
"Roscoe city, South Dakota",51250.0,46,55820
"Hurley city, South Dakota",55208.0,46,30980
"Wessington city, South Dakota",39000.0,46,70140
