NAME,B19013_001E,state,place
"Hartshorne city, Oklahoma",39583,40,32850
"Healdton city, Oklahoma",36929,40,33350
"Heavener city, Oklahoma",38923,40,33400
"Henryetta city, Oklahoma",33438,40,33750
"Hobart city, Oklahoma",27701,40,35000
"Holdenville city, Oklahoma",32141,40,35400
"Hollis city, Oklahoma",46563,40,35500
"Hominy city, Oklahoma",33456,40,35850
"Hooker city, Oklahoma",47543,40,36000
"Warrenton city, Oregon",61991,41,78900
"Wasco city, Oregon",48125,41,78950
"Westfir city, Oregon",44453,41,79950
"West Linn city, Oregon",119415,41,80150
"Weston city, Oregon",42200,41,80350
"Wheeler city, Oregon",42625,41,81300
"Willamina city, Oregon",49050,41,82350
"Wilsonville city, Oregon",72541,41,82800
"Winston city, Oregon",45114,41,83400
"Woodburn city, Oregon",52251,41,83750
"Wood Village city, Oregon",57565,41,83950
"Yachats city, Oregon",51000,41,84200
"Yamhill city, Oregon",96250,41,84250
"Yoncalla city, Oregon",45577,41,84600
"Central Falls city, Rhode Island",34689,44,14140
"Cranston city, Rhode Island",74425,44,19180
"East Providence city, Rhode Island",63158,44,22960
"Newport city, Rhode Island",68201,44,49960
"Pawtucket city, Rhode Island",52902,44,54640
"Providence city, Rhode Island",49065,44,59000
"Lancaster city, Pennsylvania",49628,42,41216
"Uniontown city, Pennsylvania",34724,42,78528
"Howard city, South Dakota",43393,46,30460
"Hurley city, South Dakota",61083,46,30980
"Huron city, South Dakota",48374,46,31060
"Ipswich city, South Dakota",58333,46,31860
"Irene city, South Dakota",47031,46,31940
"Iroquois city, South Dakota",54706,46,32020
"Jefferson city, South Dakota",55313,46,32700
"Kadoka city, South Dakota",37857,46,33180
"Kimball city, South Dakota",54167,46,33980
"Lake Andes city, South Dakota",36513,46,35100
"Lake Norden city, South Dakota",62955,46,35460
"Lake Preston city, South Dakota",51397,46,35500
"Lead city, South Dakota",44278,46,36220
"Lemmon city, South Dakota",49479,46,36340
"Lennox city, South Dakota",52197,46,36380
"Leola city, South Dakota",59750,46,36460
"McIntosh city, South Dakota",39375,46,39940
"McLaughlin city, South Dakota",62500,46,40020
"Herriman city, Utah",102096,49,34970
"Highland city, Utah",146177,49,35190
"Hildale city, Utah",58189,49,35300
"Holladay city, Utah",92635,49,36070
"Honeyville city, Utah",90982,49,36290
"Hooper city, Utah",100347,49,36400
"Huntington city, Utah",56850,49,36950
"Hurricane city, Utah",57882,49,37170
"Hyde Park city, Utah",76591,49,37390
"Hyrum city, Utah",66902,49,37500
"Ivins city, Utah",67996,49,38710
"Kamas city, Utah",70867,49,39810
"Kanab city, Utah",53667,49,39920
"Kaysville city, Utah",103730,49,40360
"La Verkin city, Utah",49954,49,43440
"Layton city, Utah",81067,49,43660
"Lehi city, Utah",101429,49,44320
"Lewiston city, Utah",64034,49,44760
"Lindon city, Utah",95233,49,45090
"Logan city, Utah",43056,49,45860
"Manti city, Utah",44540,49,47730
"Mapleton city, Utah",110417,49,47950
"Marriott-Slaterville city, Utah",72202,49,48300
"Salem city, Virginia",63411,51,70000
"Staunton city, Virginia",52292,51,75216
"Dunbar city, West Virginia",39688,54,22564
"Elkins city, West Virginia",38910,54,24580
"Fairmont city, West Virginia",45540,54,26452
"Follansbee city, West Virginia",41870,54,28204
"Gary city, West Virginia",32663,54,30196
"Glen Dale city, West Virginia",64779,54,31492
"Pittsville city, Wisconsin",52292,55,63100
"Platteville city, Wisconsin",42626,55,63250
"Plymouth city, Wisconsin",60492,55,63700
"Portage city, Wisconsin",52183,55,64100
"Port Washington city, Wisconsin",71029,55,64450
"Prairie du Chien city, Wisconsin",46541,55,65050
"Prescott city, Wisconsin",67491,55,65375
"Princeton city, Wisconsin",45357,55,65600
"Racine city, Wisconsin",44346,55,66000
"Reedsburg city, Wisconsin",58772,55,66800
"Rhinelander city, Wisconsin",40350,55,67200
"Rice Lake city, Wisconsin",40342,55,67350
"Richland Center city, Wisconsin",41724,55,67625
"Ripon city, Wisconsin",53304,55,68175
"River Falls city, Wisconsin",62786,55,68275
"Bogata city, Texas",29924,48,09172
"Bonham city, Texas",44040,48,09328
"Borger city, Texas",53125,48,09556
"Bovina city, Texas",36212,48,09628
"Bowie city, Texas",52317,48,09640
"Brackettville city, Texas",21107,48,09868
"Brady city, Texas",45577,48,09916
"Brazoria city, Texas",44018,48,10072
"Brazos Country city, Texas",151250,48,10090
"Breckenridge city, Texas",38347,48,10132
"Bremond city, Texas",31136,48,10144
"Brenham city, Texas",49147,48,10156
"Briaroaks city, Texas",75000,48,10216
"Bridge City city, Texas",87031,48,10252
"Bridgeport city, Texas",66192,48,10264
"Brookshire city, Texas",42276,48,10636
"Brookside Village city, Texas",73839,48,10648
"Browndell city, Texas",39750,48,10708
"Brownfield city, Texas",39407,48,10720
"Brownsboro city, Texas",57500,48,10756
"Brownsville city, Texas",40924,48,10768
"Brownwood city, Texas",42944,48,10780
"Bruceville-Eddy city, Texas",59545,48,10828
"Bryan city, Texas",46813,48,10912
"Bryson city, Texas",60588,48,10960
"Buda city, Texas",84074,48,11080
"Buffalo city, Texas",38258,48,11116
"Bulverde city, Texas",95450,48,11224
"Bunker Hill Village city, Texas",250001,48,11300
"Burkburnett city, Texas",49782,48,11368
"Burke city, Texas",39773,48,11380
"Moore Station city, Texas",36250,48,49272
"Moran city, Texas",22500,48,49320
"Morgan city, Texas",37981,48,49356
"Morgan's Point city, Texas",79875,48,49380
"Morgan's Point Resort city, Texas",74423,48,49392
"Morton city, Texas",37500,48,49464
"Mountain City city, Texas",124107,48,49600
"Mount Calm city, Texas",41588,48,49692
"Mount Enterprise city, Texas",62500,48,49728
"Mount Pleasant city, Texas",50879,48,49800
"Muenster city, Texas",76250,48,49932
"Muleshoe city, Texas",49332,48,49968
"Munday city, Texas",55147,48,50040
"Murchison city, Texas",46250,48,50076
"Murphy city, Texas",140828,48,50100
"Mustang Ridge city, Texas",74531,48,50200
"Nacogdoches city, Texas",35050,48,50256
"Naples city, Texas",37833,48,50316
"Nash city, Texas",37750,48,50352
"Nassau Bay city, Texas",62273,48,50376
"Natalia city, Texas",53958,48,50400
"Navasota city, Texas",46520,48,50472
"Moody city, Texas",49125,48,49200
"Nazareth city, Texas",60547,48,50496
"Nederland city, Texas",80414,48,50580
"Needville city, Texas",61330,48,50628
"Nevada city, Texas",100250,48,50760
"Newark city, Texas",50521,48,50772
"New Berlin city, Texas",106750,48,50796
"New Boston city, Texas",50806,48,50808
"New Braunfels city, Texas",71274,48,50820
"Newcastle city, Texas",31563,48,50868
"New Chapel Hill city, Texas",53897,48,50876
"New Fairview city, Texas",77321,48,50920
"New Home city, Texas",73750,48,51012
"Hugo city, Oklahoma",26784,40,36300
"Idabel city, Oklahoma",29175,40,36750
"Jay city, Oklahoma",30712,40,37650
"Jenks city, Oklahoma",87306,40,37800
"Kaw City city, Oklahoma",47083,40,38800
"Kingfisher city, Oklahoma",54150,40,39850
"Konawa city, Oklahoma",31157,40,40200
"Krebs city, Oklahoma",40912,40,40300
"Warwick city, Rhode Island",73285,44,74300
"Woonsocket city, Rhode Island",44310,44,80780
"Aliquippa city, Pennsylvania",36451,42,00820
"Allentown city, Pennsylvania",43816,42,02000
"Altoona city, Pennsylvania",42244,42,02184
"Arnold city, Pennsylvania",32200,42,03088
"Lebanon city, Pennsylvania",40380,42,42168
"Lock Haven city, Pennsylvania",36708,42,44128
"Warren city, Pennsylvania",43117,42,81000
"Washington city, Pennsylvania",47771,42,81328
"Madison city, South Dakota",54861,46,40220
"Marion city, South Dakota",59250,46,40860
"Martin city, South Dakota",40684,46,41100
"Mellette city, South Dakota",53750,46,41860
"Menno city, South Dakota",44286,46,41980
"Milbank city, South Dakota",58476,46,42260
"Miller city, South Dakota",42875,46,42460
"Mission city, South Dakota",27500,46,42940
"Mitchell city, South Dakota",45318,46,43100
"Mobridge city, South Dakota",47712,46,43180
"Montrose city, South Dakota",56250,46,43500
"Mount Vernon city, South Dakota",46250,46,44100
"Murdo city, South Dakota",45583,46,44260
"Newell city, South Dakota",52543,46,44860
"New Underwood city, South Dakota",68654,46,45060
"North Sioux City city, South Dakota",52964,46,45700
"Mendon city, Utah",93438,49,49160
"Midvale city, Utah",62354,49,49710
"Midway city, Utah",101944,49,49820
"Milford city, Utah",65045,49,50040
"Millcreek city, Utah",74325,49,50150
"Millville city, Utah",65506,49,50370
"Moab city, Utah",46875,49,50700
"Mona city, Utah",81806,49,51140
"Monroe city, Utah",60464,49,51360
"Monticello city, Utah",65928,49,51580
"Morgan city, Utah",79153,49,51910
"Moroni city, Utah",63077,49,52130
"Mount Pleasant city, Utah",54811,49,53010
"Murray city, Utah",65397,49,53230
"Myton city, Utah",44531,49,53340
"Naples city, Utah",78973,49,53560
"Nephi city, Utah",69118,49,54220
"Nibley city, Utah",90650,49,54660
"North Logan city, Utah",73148,49,54990
"North Ogden city, Utah",87755,49,55100
"North Salt Lake city, Utah",80064,49,55210
"Oakley city, Utah",78594,49,55650
"Ogden city, Utah",55974,49,55980
"Orangeville city, Utah",61731,49,56860
"Orem city, Utah",65622,49,57300
"Panguitch city, Utah",37917,49,57740
"Park City city, Utah",114798,49,58070
"Parowan city, Utah",41505,49,58510
"Payson city, Utah",69014,49,58730
"Perry city, Utah",82435,49,59390
"Plain City city, Utah",108355,49,60710
"Pleasant Grove city, Utah",76672,49,60930
"Pleasant View city, Utah",101979,49,61150
"Price city, Utah",42500,49,62030
"Suffolk city, Virginia",79899,51,76432
"Virginia Beach city, Virginia",78136,51,82000
"Grafton city, West Virginia",34555,54,32716
"Hinton city, West Virginia",35042,54,37636
"Huntington city, West Virginia",33012,54,39460
"Hurricane city, West Virginia",62308,54,39532
"St. Croix Falls city, Wisconsin",47431,55,70550
"St. Francis city, Wisconsin",48599,55,70650
"Schofield city, Wisconsin",53092,55,72150
"Seymour city, Wisconsin",61279,55,72725
"Shawano city, Wisconsin",48505,55,72925
"Sheboygan city, Wisconsin",52088,55,72975
"Sheboygan Falls city, Wisconsin",56266,55,73025
"Shell Lake city, Wisconsin",43750,55,73200
"Shullsburg city, Wisconsin",46786,55,73825
"South Milwaukee city, Wisconsin",57286,55,75125
"Sparta city, Wisconsin",50993,55,75325
"Spooner city, Wisconsin",43026,55,75625
"Burleson city, Texas",77329,48,11428
"Burnet city, Texas",65146,48,11464
"Burton city, Texas",-666666666,48,11536
"Byers city, Texas",46625,48,11644
"Cactus city, Texas",32339,48,11692
"Caddo Mills city, Texas",59107,48,11716
"Caldwell city, Texas",50119,48,11836
"Callisburg city, Texas",64219,48,11968
"Calvert city, Texas",55592,48,11992
"Cameron city, Texas",44194,48,12040
"Campbell city, Texas",46173,48,12112
"Camp Wood city, Texas",34048,48,12388
"Canadian city, Texas",57000,48,12412
"Canton city, Texas",48963,48,12496
"Canyon city, Texas",60119,48,12532
"Carmine city, Texas",56250,48,12916
"Carrizo Springs city, Texas",35712,48,12988
"Carrollton city, Texas",82345,48,13024
"Carthage city, Texas",43191,48,13108
"Cashion Community city, Texas",53500,48,13198
"Castle Hills city, Texas",89464,48,13276
"Castroville city, Texas",61375,48,13312
"Cedar Hill city, Texas",75715,48,13492
"Cedar Park city, Texas",108194,48,13552
"Celeste city, Texas",40000,48,13672
"Celina city, Texas",114807,48,13684
"Center city, Texas",38125,48,13732
"Centerville city, Texas",32011,48,13900
"Chandler city, Texas",51071,48,14224
"New London city, Texas",45474,48,51168
"New Summerfield city, Texas",49813,48,51336
"Newton city, Texas",33077,48,51372
"New Waverly city, Texas",33681,48,51396
"Niederwald city, Texas",61429,48,51492
"Nixon city, Texas",57438,48,51588
"Nocona city, Texas",35119,48,51648
"Nolanville city, Texas",55536,48,51708
"Nome city, Texas",69505,48,51720
"Noonday city, Texas",47161,48,51756
"Nordheim city, Texas",36176,48,51792
"North Cleveland city, Texas",-666666666,48,51984
"North Richland Hills city, Texas",75563,48,52356
"Novice city, Texas",-666666666,48,52668
"Oak Leaf city, Texas",125000,48,53115
"Oak Point city, Texas",102946,48,53130
"Oak Ridge North city, Texas",95833,48,53190
"O'Brien city, Texas",28958,48,53304
"Odem city, Texas",41010,48,53376
"Odessa city, Texas",63829,48,53388
"O'Donnell city, Texas",53958,48,53436
"Oglesby city, Texas",51563,48,53520
"Old River-Winfree city, Texas",81667,48,53824
"Olmos Park city, Texas",141750,48,53988
"Olney city, Texas",33994,48,54000
"Olton city, Texas",46667,48,54012
"Omaha city, Texas",34926,48,54024
"Onalaska city, Texas",53021,48,54048
"Orange city, Texas",55866,48,54132
"Orange Grove city, Texas",68654,48,54168
"New Carlisle city, Ohio",42696,39,54334
"New Franklin city, Ohio",75807,39,54562
"New Philadelphia city, Ohio",46274,39,55216
"Niles city, Ohio",45400,39,55916
"North Canton city, Ohio",60473,39,56294
"North College Hill city, Ohio",49564,39,56322
"Lawton city, Oklahoma",47690,40,41850
"Lehigh city, Oklahoma",48846,40,42200
"Lexington city, Oklahoma",40234,40,42700
"Lindsay city, Oklahoma",44724,40,43150
"Lone Grove city, Oklahoma",61289,40,43750
"McAlester city, Oklahoma",43174,40,44800
"McLoud city, Oklahoma",53750,40,45350
"Madill city, Oklahoma",39873,40,45750
"Mangum city, Oklahoma",41677,40,46050
"Marietta city, Oklahoma",41447,40,46500
"Marlow city, Oklahoma",46077,40,46600
"Beaver Falls city, Pennsylvania",35951,42,04792
"Lower Burrell city, Pennsylvania",64052,42,44864
"McKeesport city, Pennsylvania",28881,42,46256
"Wilkes-Barre city, Pennsylvania",40505,42,85152
"Williamsport city, Pennsylvania",41190,42,85312
"Oldham city, South Dakota",45000,46,46780
"Onida city, South Dakota",60938,46,47180
"Parker city, South Dakota",76827,46,48380
"Parkston city, South Dakota",64063,46,48460
"Philip city, South Dakota",34321,46,49300
"Piedmont city, South Dakota",44828,46,49500
"Pierre city, South Dakota",68263,46,49600
"Plankinton city, South Dakota",62917,46,50020
"Platte city, South Dakota",55273,46,50260
"Presho city, South Dakota",67574,46,51820
"Rapid City city, South Dakota",53760,46,52980
"Redfield city, South Dakota",49757,46,53460
"Providence city, Utah",84243,49,62360
"Provo city, Utah",50072,49,62470
"Richfield city, Utah",48776,49,63570
"Richmond city, Utah",67411,49,63680
"Riverdale city, Utah",54723,49,64010
"River Heights city, Utah",77984,49,64120
"Riverton city, Utah",101810,49,64340
"Roosevelt city, Utah",57659,49,64670
"Roy city, Utah",72739,49,65110
"St. George city, Utah",59989,49,65330
"Salem city, Utah",86745,49,65770
"Salina city, Utah",55565,49,65880
"Salt Lake City city, Utah",63156,49,67000
"Sandy city, Utah",95715,49,67440
"Santa Clara city, Utah",74531,49,67660
"Santaquin city, Utah",76071,49,67770
"Saratoga Springs city, Utah",101592,49,67825
"Smithfield city, Utah",73788,49,69640
"South Jordan city, Utah",106824,49,70850
"South Ogden city, Utah",70552,49,70960
"South Salt Lake city, Utah",49616,49,71070
"South Weber city, Utah",115639,49,71180
"Spanish Fork city, Utah",79846,49,71290
"Spring City city, Utah",52898,49,71730
"Springville city, Utah",72356,49,72280
"Sunset city, Utah",63697,49,74480
"Syracuse city, Utah",103522,49,74810
"Taylorsville city, Utah",67249,49,75360
"Waynesboro city, Virginia",43480,51,83680
"Williamsburg city, Virginia",59288,51,86160
"Winchester city, Virginia",61102,51,86720
"Aberdeen city, Washington",42203,53,00100
"Airway Heights city, Washington",54690,53,00905
"Algona city, Washington",73611,53,01290
"Anacortes city, Washington",74161,53,01990
"Arlington city, Washington",77023,53,02585
"Kenova city, West Virginia",29921,54,43180
"Keyser city, West Virginia",44679,54,43492
"Keystone city, West Virginia",-666666666,54,43516
"Kingwood city, West Virginia",54190,54,44044
"Lewisburg city, West Virginia",31851,54,46636
"Logan city, West Virginia",40980,54,48148
"McMechen city, West Virginia",36915,54,50260
"Madison city, West Virginia",40938,54,50524
"Mannington city, West Virginia",54605,54,51100
"Marmet city, West Virginia",41875,54,51724
"Martinsburg city, West Virginia",44363,54,52060
"Montgomery city, West Virginia",27045,54,55468
"Morgantown city, West Virginia",42474,54,55756
"Moundsville city, West Virginia",33399,54,56020
"Stanley city, Wisconsin",46442,55,76625
"Stevens Point city, Wisconsin",46663,55,77200
"Stoughton city, Wisconsin",65878,55,77675
"Sturgeon Bay city, Wisconsin",57226,55,77875
"Sun Prairie city, Wisconsin",79566,55,78600
"Superior city, Wisconsin",48830,55,78650
"Thorp city, Wisconsin",51136,55,79625
"Tomah city, Wisconsin",51304,55,80075
"Tomahawk city, Wisconsin",47379,55,80125
"Two Rivers city, Wisconsin",49994,55,81325
"Verona city, Wisconsin",96056,55,82600
"Channing city, Texas",48889,48,14260
"Charlotte city, Texas",30035,48,14404
"Chico city, Texas",57143,48,14620
"Childress city, Texas",42535,48,14668
"Chillicothe city, Texas",52500,48,14680
"China city, Texas",46140,48,14704
"Chireno city, Texas",38125,48,14776
"Cibolo city, Texas",102109,48,14920
"Cisco city, Texas",53125,48,15004
"Clarendon city, Texas",46213,48,15112
"Clarksville city, Texas",31354,48,15160
"Clarksville City city, Texas",52431,48,15172
"Claude city, Texas",68772,48,15196
"Clear Lake Shores city, Texas",116200,48,15328
"Cleburne city, Texas",51475,48,15364
"Cleveland city, Texas",42456,48,15436
"Clifton city, Texas",59028,48,15472
"Clute city, Texas",56758,48,15652
"Clyde city, Texas",49761,48,15676
"Cockrell Hill city, Texas",58137,48,15796
"Coldspring city, Texas",36701,48,15892
"Coleman city, Texas",44659,48,15916
"College Station city, Texas",47456,48,15976
"Colleyville city, Texas",171485,48,15988
"Colmesneil city, Texas",48846,48,16048
"Colorado City city, Texas",41622,48,16120
"Columbus city, Texas",50793,48,16168
"Comanche city, Texas",51034,48,16192
"Combine city, Texas",76989,48,16216
"Commerce city, Texas",34946,48,16240
"Conroe city, Texas",61997,48,16432
"Orchard city, Texas",51094,48,54192
"Ore City city, Texas",38333,48,54216
"Overton city, Texas",44274,48,54432
"Ovilla city, Texas",102917,48,54444
"Oyster Creek city, Texas",32372,48,54528
"Palacios city, Texas",49167,48,54684
"Palestine city, Texas",40684,48,54708
"Palmhurst city, Texas",76131,48,54780
"Palm Valley city, Texas",74018,48,54798
"Palmview city, Texas",39083,48,54804
"Pampa city, Texas",53535,48,54912
"Panorama Village city, Texas",67330,48,55008
"Paradise city, Texas",50000,48,55056
"Paris city, Texas",35794,48,55080
"Parker city, Texas",168811,48,55152
"Pasadena city, Texas",57781,48,56000
"Pattison city, Texas",66477,48,56108
"Patton Village city, Texas",64583,48,56156
"Pearland city, Texas",102764,48,56348
"Pearsall city, Texas",46679,48,56384
"Pecan Gap city, Texas",68958,48,56468
"Pecan Hill city, Texas",86250,48,56485
"Pecos city, Texas",53688,48,56516
"Pelican Bay city, Texas",39844,48,56640
"Penitas city, Texas",46496,48,56696
"Perryton city, Texas",50148,48,56912
"Petersburg city, Texas",42663,48,56996
"Petrolia city, Texas",36250,48,57044
"Petronila city, Texas",65417,48,57056
"North Olmsted city, Ohio",72666,39,56882
"North Ridgeville city, Ohio",77560,39,56966
"North Royalton city, Ohio",69788,39,57008
"Northwood city, Ohio",70182,39,57190
"Norton city, Ohio",73146,39,57260
"Norwalk city, Ohio",48851,39,57302
"Norwood city, Ohio",45541,39,57386
"Oakwood city, Ohio",121250,39,57764
"Oberlin city, Ohio",49840,39,57834
"Olmsted Falls city, Ohio",80538,39,58422
"Ontario city, Ohio",57048,39,58520
"Oregon city, Ohio",62409,39,58730
"Orrville city, Ohio",58211,39,58828
"Oxford city, Ohio",39840,39,59234
"Painesville city, Ohio",47259,39,59416
"Parma city, Ohio",58011,39,61000
"Parma Heights city, Ohio",51328,39,61028
"Pataskala city, Ohio",75851,39,61112
"Maud city, Oklahoma",50368,40,46900
"Medford city, Oklahoma",48750,40,47300
"Miami city, Oklahoma",38107,40,48000
"Midwest City city, Oklahoma",49368,40,48350
"Minco city, Oklahoma",45197,40,48750
"Moore city, Oklahoma",67851,40,49200
"Morris city, Oklahoma",48632,40,49400
"Muskogee city, Oklahoma",38218,40,50050
"Mustang city, Oklahoma",74980,40,50100
"Newcastle city, Oklahoma",86065,40,51150
"New Cordell city, Oklahoma",52143,40,51250
"Newkirk city, Oklahoma",44167,40,51300
"Nichols Hills city, Oklahoma",171705,40,51800
"Nicoma Park city, Oklahoma",56250,40,51850
"Noble city, Oklahoma",82843,40,52150
